"Variable","Variable Number","Topic","Topic Number","Subtopic","Subtopic Number","Survey Years","Availability","Description","Table Name","Type","Edit Flag Variable","Imputation Strategy","Response Codes","Question Text","Instrument Variable Name(s)","Disclosure","Conditions in Universe","User Notes"
"DPSHELTR","4","Disaster Planning","19","Supplies","1","2017 National, 2017 Metro","PUF","Flag indicating unit has tornado shelter","HOUSEHOLD","Character","JDPSHELTR","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Some homes are built with a tornado safe room or shelter. Does this ^HTYPEFILL have a room or shelter designed to withstand a tornado?","SHELTR","None","INTSTATUS = '1' and SPLITSAMP = '2' and ((BLD in ('02' '03') and CELLAR not in ('1' '2')) or (BLD in ('04' '05' '06' '07' '08' '09') and STORIES < 4)) and (STATE in ('48' '35' '40' '31' '20' '08' '46' '19' '29' '05' '22' '28' '01' '13' '12' '17' '18' '55' '39' '26'))","This item is part of the 2017 Group 2 Topical modules; use SP2WEIGHT to create weighted estimates.",
"WFRALERT","1","Disaster Planning","19","Wildfire Risk","2","2021 National, 2021 Metro","PUF","Method of wildfire alert","HOUSEHOLD","Character","JWFRALERT","Coming soon","1: Sirens||2: Emergency alert, text, or call on cell phone||3: Call on landline||4: Email||5: Television or radio||6: Visit or other in person contact from emergency official||M or -9: Not reported||N or -6: Not applicable","If there were a wildfire emergency where you live, how would you expect to be alerted first?","WFRALERT","None","INTSTATUS = '1' and BLD in ('01' '02' '03' '10') and SP2WEIGHT > 0 and DIVISION in ('5' '7' '8' '9')","The PUF universe is a subset of the IUF universe that does not include the Wildland-Urban Interface areas.",
"WFRDKMAT","3","Disaster Planning","19","Wildfire Risk","2","2021 National, 2021 Metro","PUF","Surface material of deck","HOUSEHOLD","Character","JWFRDKMAT","Coming soon","1: Has a deck, wood||2: Has a deck, synthetic material||3: Has a deck, concrete||4: Has a deck, other||5: Has a deck, material not reported||6: No deck||M or -9: Not reported||N or -6: Not applicable","See User Notes","See User Notes","None","INTSTATUS = '1' and BLD in ('01' '02' '03' '10') and SP2WEIGHT > 0 and DIVISION in ('5' '7' '8' '9') and PORCH = '1'","WFRDKMAT is determined using WFRDECK (Does your home have a deck?) and WFRDKCLN (What is the surface of your deck made from?). The PUF universe is a subset of the IUF universe and does not include the Wildland-Urban Interface areas.",
"WFRDKSTRG","5","Disaster Planning","19","Wildfire Risk","2","2021 National, 2021 Metro","PUF","Space under deck used for storage","HOUSEHOLD","Character","JWFRDKSTRG","Coming soon","1: Has a deck, space underneath used for storage||2: Has a deck, space underneath not used for storage||3: Has a deck, storage use not reported||4: No deck||M or -9: Not reported||N or -6: Not applicable","Is the space under your deck used for storage?","WFRDKSTOR","None","INTSTATUS = '1' and BLD in ('01' '02' '03' '10') and SP2WEIGHT > 0 and DIVISION in ('5' '7' '8' '9') and PORCH = '1'","The PUF universe is a subset of the IUF universe that does not include the Wildland-Urban Interface areas.",
"WFRGUTFRQ","7","Disaster Planning","19","Wildfire Risk","2","2021 National, 2021 Metro","PUF","Clean gutters frequency","HOUSEHOLD","Character","JWFRGUTFRQ","Coming soon","1: Has gutter, cleaned twice or more a year||2: Has gutter, cleaned once a year||3: Has gutter, cleaned less often than once a year||4: Has gutter, never cleaned||5: Has gutter, cleaning not reported||6: No gutter||M or -9: Not reported||N or -6: Not applicable","See User Notes","See User Notes","None","INTSTATUS = '1' and BLD in ('01' '02' '03' '10') and SP2WEIGHT > 0 and DIVISION in ('5' '7' '8' '9')","WFRGUTFRQ is determined using WFRGUTTER (Does your roof have gutters?) and WFRGUTCLN (How often are your gutters cleaned?). The PUF universe is a subset of the IUF universe and does not include the Wildland-Urban Interface areas.",
"WFRROOF","9","Disaster Planning","19","Wildfire Risk","2","2021 National, 2021 Metro","PUF","Type of roof on home","HOUSEHOLD","Character","JWFRROOF","Coming soon","1: Asphalt shingles||2: Wood shake||3: Tile||4: Metal||5: Other||M or -9: Not reported||N or -6: Not applicable","What type of roof do you have?","WFRROOF","None","INTSTATUS = '1' and BLD in ('01' '02' '03' '10') and SP2WEIGHT > 0 and DIVISION in ('5' '7' '8' '9')","The PUF universe is a subset of the IUF universe that does not include the Wildland-Urban Interface areas.",
"WFRSIDING","11","Disaster Planning","19","Wildfire Risk","2","2021 National, 2021 Metro","PUF","Siding or exterior wall covering","HOUSEHOLD","Character","JWFRSIDING","Coming soon","1: Wood||2: Vinyl||3: Aluminum||4: Other (brick, asbestos, fiber cement, etc.)||M or -9: Not reported||N or -6: Not applicable","What kind of siding or exterior wall covering is on your home?","WFRSIDING","None","INTSTATUS = '1' and BLD in ('01' '02' '03' '10') and SP2WEIGHT > 0 and DIVISION in ('5' '7' '8' '9')","The PUF universe is a subset of the IUF universe that does not include the Wildland-Urban Interface areas.",
"WFRVEGCLS","13","Disaster Planning","19","Wildfire Risk","2","2021 National, 2021 Metro","PUF","Vegetation within 5 feet of home","HOUSEHOLD","Character","JWFRVEGCLS","Coming soon","1: Has nearby vegetation, within 5 feet of home||2: Has nearby vegetation, not within 5 feet of home||3: Has nearby vegetation, distance not reported||4: No nearby vegetation||M or -9: Not reported||N or -6: Not applicable","See User Notes","See User Notes","None","INTSTATUS = '1' and BLD in ('01' '02' '03' '10') and SP2WEIGHT > 0 and DIVISION in ('5' '7' '8' '9')","WFRVEGCLS is determined using WFRVEG (Do you have vegetation, such as shrubs, trees, or gardening mulch around your home?) and WFRVEGCLOSE (Is any of the vegetation less than 5 feet away from your home?). The PUF universe is a subset of the IUF universe and does not include the Wildland-Urban Interface areas.",
"WFRWFENCE","15","Disaster Planning","19","Wildfire Risk","2","2021 National, 2021 Metro","PUF","Flag indicating wooden fence on property","HOUSEHOLD","Character","JWFRWFENCE","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Do you have any of the following on your property? Wooden fence.","WFRWFENCE","None","INTSTATUS = '1' and BLD in ('01' '02' '03' '10') and SP2WEIGHT > 0 and DIVISION in ('5' '7' '8' '9')","The PUF universe is a subset of the IUF universe that does not include the Wildland-Urban Interface areas.",
"WFRWPILE","17","Disaster Planning","19","Wildfire Risk","2","2021 National, 2021 Metro","PUF","Flag indicating woodpile on property","HOUSEHOLD","Character","JWFRWPILE","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Do you have any of the following on your property? Woodpile.","WFRWPILE","None","INTSTATUS = '1' and BLD in ('01' '02' '03' '10') and SP2WEIGHT > 0 and DIVISION in ('5' '7' '8' '9')","The PUF universe is a subset of the IUF universe that does not include the Wildland-Urban Interface areas.",
"WFRWSHED","19","Disaster Planning","19","Wildfire Risk","2","2021 National, 2021 Metro","PUF","Flag indicating shed on property","HOUSEHOLD","Character","JWFRWSHED","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Do you have any of the following on your property? Shed.","WFRWSHED","None","INTSTATUS = '1' and BLD in ('01' '02' '03' '10') and SP2WEIGHT > 0 and DIVISION in ('5' '7' '8' '9')","The PUF universe is a subset of the IUF universe that does not include the Wildland-Urban Interface areas.",
"DPALTCOM","1","Disaster Planning","19","Preparation","3","2017 National, 2017 Metro","PUF","Flag indicating alternative communication plan","HOUSEHOLD","Character","JDPALTCOM","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Do the members of your household have a plan for communicating in the event that cell phone service is disrupted?","ALTCOM2","None","INTSTATUS = '1' and SPLITSAMP = '2' and NUMPEOPLE > 1","This item is part of the 2017 Group 2 Topical modules; use SP2WEIGHT to create weighted estimates.",
"DPEVACPETS","2","Disaster Planning","19","Preparation","3","2017 National, 2017 Metro","PUF","Household needs assistance evacuating pets","HOUSEHOLD","Character","JDPEVACPETS","Coming soon","1: Yes||2: No||3: No pets||M or -9: Not reported||N or -6: Not applicable","If you have pets and needed to evacuate from your town or city to a safe place at least 50 miles away, would you need assistance evacuating or sheltering your pets?","See User Notes","None","INTSTATUS = '1' and SPLITSAMP = '2'","This variable is determined using EVPETSV (Do you have any pets?) and EVPETS (If you had to evacuate from your town or city to a safe place at least 50 miles away, would you need assistance evacuating or sheltering your pets?) This item is part of the 2017 Group 2 Topical modules; use SP2WEIGHT to create weighted estimates.",
"DPEVFIN","3","Disaster Planning","19","Preparation","3","2017 National, 2017 Metro","PUF","Flag indicating financial resources available","HOUSEHOLD","Character","JDPEVFIN","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","If you had to evacuate from your town or city to a safe place at least 50 miles away, do you have the financial resources, in terms of savings or available credit card balances, to meet expenses of up to $2,000?","EVFIN2","None","INTSTATUS = '1' and SPLITSAMP = '2'","This item is part of the 2017 Group 2 Topical modules; use SP2WEIGHT to create weighted estimates.",
"DPEVINFO","4","Disaster Planning","19","Preparation","3","2017 National, 2017 Metro","PUF","Flag indicating disaster plan with financial and contact information","HOUSEHOLD","Character","JDPEVINFO","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Would you have access to your vital financial information and contact numbers if you had to evacuate your home?","EVINFO","None","INTSTATUS = '1' and SPLITSAMP = '2'","This item is part of the 2017 Group 2 Topical modules; use SP2WEIGHT to create weighted estimates.",
"DPEVKIT","5","Disaster Planning","19","Preparation","3","2017 National, 2017 Metro","PUF","Flag indicating emergency kit prepared","HOUSEHOLD","Character","JDPEVKIT","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","Does your household have emergency supplies readily available to take with you if you have to evacuate your home?","EVKIT2","None","INTSTATUS = '1' and SPLITSAMP = '2'","This item is part of the 2017 Group 2 Topical modules; use SP2WEIGHT to create weighted estimates.",
"DPEVLOC","6","Disaster Planning","19","Preparation","3","2017 National, 2017 Metro","PUF","Flag indicating evacuation location","HOUSEHOLD","Character","JDPEVLOC","Coming soon","1: Relatives or friends||2: Shelter||3: Hotel||4: RV||5: Other||M or -9: Not reported||N or -6: Not applicable","If you had to evacuate from your town or city to a safe place at least 50 miles away for at least two weeks, where would you most likely stay during those two weeks?","EVLOC2","None","INTSTATUS = '1' and SPLITSAMP = '2'","This item is part of the 2017 Group 2 Topical modules; use SP2WEIGHT to create weighted estimates.",
"DPEVSEP","7","Disaster Planning","19","Preparation","3","2017 National, 2017 Metro","PUF","Flag indicating meeting spot","HOUSEHOLD","Character","JDPEVSEP","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","In some disasters, household members will need to evacuate separately. Does your household have an agreed-upon meeting point if that should happen?","EVSEP","None","INTSTATUS = '1' and SPLITSAMP = '2' and NUMPEOPLE > 1","This item is part of the 2017 Group 2 Topical modules; use SP2WEIGHT to create weighted estimates.",
"DPEVVEHIC","8","Disaster Planning","19","Preparation","3","2017 National, 2017 Metro","PUF","Flag indicating vehicle available","HOUSEHOLD","Character","JDPEVVEHIC","Coming soon","1: Yes||2: No||M or -9: Not reported||N or -6: Not applicable","If you had to evacuate from your town or city to a safe place at least 50 miles away do you have enough reliable vehicles to carry all of your household members and a small amount of supplies such as clothes and food?","EVVEHIC2","None","INTSTATUS = '1' and SPLITSAMP = '2'","This item is part of the 2017 Group 2 Topical modules; use SP2WEIGHT to create weighted estimates.",
"DPFLDINS","9","Disaster Planning","19","Preparation","3","2017 National, 2017 Metro","PUF","Presence of flood insurance and reason for purchase","HOUSEHOLD","Character","JDPFLDINS","Coming soon","0: Does not have flood insurance||1: Flood insurance required for purchase or refinancing||2: Flood insurance bought after a neighbor bought it||3: Flood insurance bought for other reasons||M or -9: Not reported||N or -6: Not applicable","See User Notes","See User Notes","None","INTSTATUS = '1' and SPLITSAMP = '2' and TENURE = '1'","This variable is determined using FLOODINS (Homeowners insurance policies do not cover flood damages caused by excessive rain. A homeowner who desires this coverage must purchase a separate policy. Do you have flood insurance?) and FLOODREAS (Which of the following was the primary reason for the purchase?) This item is part of the 2017 Group 2 Topical modules; use SP2WEIGHT to create weighted estimates.",
"DPGETINFO","10","Disaster Planning","19","Preparation","3","2017 National, 2017 Metro","PUF","Flag indicating source of information during a disaster","HOUSEHOLD","Character","JDPGETINFO","Coming soon","1: Family, friends, neighbors||2: Radio||3: Television||4: Internet||5: Other||M or -9: Not reported||N or -6: Not applicable","In the event of a major disaster, where would you FIRST look to find information about what to do?","INFO","None","INTSTATUS = '1' and SPLITSAMP = '2'","This item is part of the 2017 Group 2 Topical modules; use SP2WEIGHT to create weighted estimates.",
"DPMAJDIS","11","Disaster Planning","19","Preparation","3","2017 National, 2017 Metro","PUF","Type of major disaster in last two years for rental unit","HOUSEHOLD","Character","JDPMAJDIS","Coming soon","1: Tornado, hurricane, etc. damage required extensive repairs to home||2: Fire damage required extensive repairs to home||3: Flood damage required extensive repairs to home||4: Other natural disaster damage required extensive repairs to home||M or -9: Not reported||N or -6: Not applicable","See User Notes","See User Notes","None","INTSTATUS = '1' and TENURE in ('2' '3') and SPLITSAMP = '2'","This variable is determined using RMAJDIS (In the last two years, has there been a MAJOR disaster, such as a fire, earthquake, or tornado that required you or a landlord to make extensive repairs to your home?) and RTYPDIS (What happened?) If the respondent reported more than one disaster, the unit is coded to ""other disaster."" This item is part of the 2017 Group 2 Topical modules; use SP2WEIGHT to create weighted estimates.",
